영화명,감독,main_emotion,sub_emotion
자유부인 2,박호태,우울,['후회되는']
비내리는 영동교,최영철,우울,['비통한']
스잔나의 체험,설태호,평온,['안도']
화녀도정,"육방,최제원",화남,['악의적인']
빨간 하이힐,박용준,우울,['염세적인']
뜨거운 겨울,고응호,기타,['악의적인']
벽과 벽사이에,김정용,화남,['악의적인']
깜보,이황림,기타,['자신하는']
단,김행수,기타,['염세적인']
천사 늪에 잠들다,지청언,우울,['눈물이 나는']
서울황제,"선우완,장선우",기타,['기쁨']
가까이 더 가까이,김영효,행복,['기쁨']
겨울나그네,곽지균,우울,['비통한']
금달래,장성환,우울,['비통한']
아빠가 남기고 간 훈장,방순덕,행복,['감사하는']
물레방아,조명화,화남,['좌절한']
삼색스캔들,박호태,우울,['죄책감의']
공중에 뜬 나의 맨발,김인수,우울,['죄책감의']
오사까대부,이혁수,우울,['염세적인']
납자루떼,서세원,우울,['염세적인']
눈짓에서 몸짓까지,고영남,기타,['혼란스러운']
겁없는 아이,김상현,기타,['마비된']
말괄량이 대행진,김응천,기타,['염세적인']
(속)여자가 밤을 두려워 하랴,김성수,우울,['염세적인']
늪에서 늪으로,박옥상,우울,['환멸을 느끼는']
젖은 풀 젖은 잎,임정수,우울,['눈물이 나는']
수렁에서 건진 내딸 2,김호선,우울,['고립된']
5학년 3반 청개구리들,김병기,평온,['안도']
밤의 요정,남기남,우울,['눈물이 나는']
돌아이 2,이두용,화남,['악의적인']
춤추는 딸,노세한,두려움,['희생된']
이장호의 외인구단,이장호,기타,['가난한 불우한']
허튼소리,김수용,우울,['염세적인']
몸 전체로 사랑을,홍파,화남,['배신당한']
티켓,임권택,화남,"['배신당한', '악의적인']"
투명인간,김기충,우울,['염세적인']
여곡성,이혁수,우울,['비통한']
영웅연가,김유진,우울,['염세적인']
서울손자병법,김현명,화남,['악의적인']
여로,김주희,우울,['죄책감의']
서울 흐림 한때 비,김송원,기타,['충격 받은']
청(블루스케치),이규형,화남,['악의적인']
공포의 축제,김인수,기타,['억울한']
가을장미,황동주,우울,['눈물이 나는']
황진이,배창호,기타,['버려진']
사랑의 미로,김시현,두려움,['걱정스러운']
빨간 앵두 3,박호태,우울,['열등감']
생과 사의 그순간,"박호진,삼보",기타,['회의적인']
전쟁과 명예,"한스 쉼메이커,김대희",우울,['눈물이 나는']
무진 흐린뒤 안개,임필형,기타,['희생된']
유혹시대,정인엽,두려움,['희생된']
작은 고추,김수형,우울,['비통한']
뛰는 자 나는 자,심재석,화남,['배신당한']
달빛 사냥꾼,신승수,화남,['좌절한']
씨받이,임권택,우울,['비통한']
가슴을 펴라,최원영,기타,['희생된']
어울렁 더울렁,차성호,우울,['비통한']
엘에이(LA) 용팔이,설태호,행복,['흥분']
먼 여행 긴 터널,이형표,행복,['감사하는']
내일은 뭐할거니,이봉원,우울,['부끄러운']
안개기둥,박철수,기타,['비통한']
토요일은 밤이 없다,송영수,기타,['염세적인']
젊은 밤 후회없다,조문진,화남,['악의적인']
아라한,김정용,화남,['좌절한']
87 맨발의 청춘,김응천,기타,['고립된']
외계에서 온 우뢰매 2,김청기,우울,['염세적인']
신의 아들,지영호,우울,['비통한']
서울의 탱고,박용준,두려움,['두려운']
우연,초원,두려움,['혼란스러운']
마농의 샘,끌로드 베리,우울,['부끄러운']
살출,크레이 보리스,화남,['악의적인']
미녀 대소동,장선,화남,['악의적인']
홍콩연자,호산,우울,['눈물이 나는']
시베리아 14 수용소,장 라플로,우울,['염세적인']
은행털이와 아빠와 나,프란시스 베베르,두려움,['취약한']
희생,안드레이 타르코프스키,두려움,['두려운']
브레이드 킬러,게리 샤먼,기타,['고립된']
방황의 끝,최경섭,우울,['눈물이 나는']
노래에 사랑을 싣고,"이영재,장경기,장형재,정병각,조기업,최진식,황인용",화남,['악의적인']
가족,"김승훈,김영섭,박기용,신동창",우울,['마비된']
갈매기의 꿈,,두려움,['희생된']
겨울이야기,박기용,두려움,['버려진']
기타리스트,이승수,우울,['낙담한']
까치 까치 설날은,신동창,기타,['상처']
다리,조기업,우울,['고립된']
안드로메다,이영재,우울,['염세적인']
이미지 '86,장형재,우울,['우울한']
회색도시,안재석,화남,['악의적인']
무지개,장경기,기타,['눈물이 나는']
위험한 친구,웨스 크레이븐,우울,['염세적인']
탐포포,이타미 주조,행복,['자신하는']
한나와 그 자매들,우디 알렌,기타,['두려운']
맨 헌터,마이클 만,우울,['마비된']
스탠 바이 미,롭 라이너,우울,['마비된']
파랑새,"홍기선,이효인,이정하",우울,['고립된']
천공의 성 라퓨타,미야자키 하야오,두려움,"['마비된', '안달하는', '조심스러운', '조심스러운']"
록키 6,아끼 까우리스마끼,화남,['구역질 나는']
13일의 금요일 6,탐 맥로린,우울,['마비된']
라운드 미드나잇,베르뜨랑 따베르니에,행복,['흥분']
베스트 키드 2,존 G. 어빌드센,화남,['분노']
에브리타임 위 세이 굿바이,모쉐 미즈라히,두려움,['혼란스러운']
텍사스 살인마 2,토베 후퍼,화남,['구역질 나는']
비키퍼,태오 앙겔로플로스,우울,"['마비된', '슬픔', '고립된(당황한)']"
금강산으로 가자,,화남,['질투하는']
홍길동,김길인,우울,"['염세적인', '억울한']"
명령 - 027호,,기타,['구역질 나는']
물에 빠진 너구리,손종권,우울,['후회되는']
꾸러기팀,마이클 리치,기타,['희생된']
부정,존 그래이,행복,['감사하는']
친구와 연인사이,앨런 번스,우울,['눈물이 나는']
달리는 뜨거운 강,크리스토퍼 케인,우울,['마비된']
살의의 아침,시드니 루멧,놀람,['충격 받은']
황가비호대,유홍천,화남,['분노']
맥시멈 오버 드라이브,스티븐 킹,기타,['마비된']
리차드 기어의 파워,시드니 루멧,화남,['악의적인']
금지구역,론 사트로프,기타,['불안']
도깨비 방망이,박승철,기타,['흥분']
각시탈,이학빈,기타,['희생된']
골치 아픈 여자(행복한 인질),"짐 애이브라함스,데이비드 주커,제리 주커",우울,"['부끄러운', '분노']"
트랜스포머: 더 무비,넬슨 신,기타,['염세적인']
80년대 갤러리,샹탈 아커만,기타,['혼란스러운']
다운 바이 로,짐 자무쉬,기타,['희생된']
장독,김옥심,우울,['눈물이 나는']
페리스의 해방,존 휴즈,두려움,"['조심스러운', '슬픔']"
룩소 2세,존 라세터,놀람,['충격 받은']
썸씽 와일드,조나단 드미,화남,['악의적인']
우리는 듀엣,브라이언 드 팔마,우울,['염세적인']
아랑드롱의 페세지,르네 망조르,화남,['악의적인']
짚시촌의 여자,필립 드 브로카,화남,['괴로워하는']
핑크빛 연인,하워드 더치,우울,['열등감']
흡혈식물 대소동,프랑크 오즈,놀람,['충격 받은']
도망자 마르뗑,앙드레 떼쉬네,기타,['비통한']
상하이 서프라이즈,짐 고다르,화남,['악의적인']
비버리 힐의 낮과 밤,폴 마주르스키,기타,['자신하는']
노랑구소,서기,기타,['혐오스러운']
후지어,데이비드 앤스포,우울,['눈물이 나는']
사기꾼,존 카사베츠,기타,['회의적인']
그녀는 그것을 좋아해,스파이크 리,행복,['자신하는']
천사의 시간,"쟈끄 드루엥,브레티스라브 포야르",우울,['고립된']
연연풍진,허우샤오셴,우울,"['분노', '눈물이 나는']"
가미가제,디디에 그로세트,우울,['염세적인']
헨리 : 연쇄살인범의 초상,존 맥노튼,기타,['회의적인']
돌아온 알라딘,브루노 코부치,기타,"['충격 받은', '버려진']"
꿈꾸는 것처럼 잠들고 싶다,하야시 카이조,행복,"['흥분', '신뢰하는']"
시골소녀 폴리아나,쿠스바 코조,두려움,"['희생된', '흥분']"
만우절,"조지 더그데일,마크 에즈라로우,피터 맥켄지 리튼",두려움,['두려운']
지옥인간,스튜어트 고든,놀람,['충격 받은']
악마의 고성,Eugenie Joseph,화남,['악의적인']
크리터스,스테판 헤렉,화남,['악의적인']
노매드,존 맥디어난,기타,['두려운']
돌스 : 분노의 인형들,스튜어트 고든,기타,['마비된']
마크 트웨인의 모험,윌 빈튼,우울,['염세적인']
카라바조,데릭 저먼,기타,['염세적인']
20세기 소년독본,하야시 카이조,행복,['흥분']
고딕,캔 러셀,화남,['분노']
천국의 그림자,아끼 까우리스마끼,우울,['염세적인']
사랑의 밴드,이안 에머스,행복,['흥분']
동지들,빌 더글라스,두려움,"['희생된', '희생된']"
특명 어벤저,원규,행복,"['안달하는', '흥분']"
불타는 집의 사람,후쿠사쿠 킨지,기타,['조심스러운']
말도둑,톈좡좡,놀람,"['충격 받은', '조심스러운']"
미제국의 몰락,데니 아르깡,기타,['혐오스러운']
호박 따는 날,유충웅,행복,['자신하는']
온달전,하응만,행복,['흥분']
최후의 패튼,델버트 만,기타,['비통한']
파리의 고갱,헤닝 카슨 ,행복,['신이 난']
형제,세기연,두려움,['혼란스러운']
바람이 불 때,지미 T. 무라카미,우울,['마비된']
노정,오천명,두려움,['희생된']
데몬스 2,람베르토 바바,우울,['마비된']
부속품,이현애,기타,['희생된']
공포분자,에드워드 양,행복,['흥분']
승리의 전쟁,클린트 이스트우드,두려움,"['툴툴대는', '취약한']"
내 사랑 맥스,오시마 나기사,화남,['구역질 나는']
갈포스 ETERNAL STORY,,두려움,['희생된']
꿈차원 헌터 판도라,"오카사코 카즈유키,요시다 히로시,카게야마 시게노리",행복,['흥분']
혹성 대전투,Brett Piper,우울,['염세적인']
사랑의 탈출,로버트 만텔,우울,['마비된']
엘리슨 테이트의 경험,리더 폴,두려움,['취약한']
지구의 침입자,토비 후퍼,기타,['혼란스러운(당황한)']
죽음의 계곡,루게로 데오다트,화남,['악의적인']
지명수배,Gilberto de Anda,두려움,['두려운']
블러드 훅,James Mallon,기타,['비통한']
한밤의 암살자,Fons Rademakers,우울,"['고립된', '혼란스러운(당황한)', '혼란스러운(당황한)', '비통한', '마비된']"
오용대가정,석천,행복,['흥분']
P.O.W 에스케이프,기데온 아밀,기타,['악의적인']
P.O.W 에스케이프,기데온 아밀,기타,['혐오스러운']
천사의 강,Sergio Olhovich Greene,우울,['눈물이 나는']
던칸,Tony Zarindast,화남,['분노']
유혹의 장미,두치오 데사리,두려움,['걱정스러운']
제니의 복수,톰 드 시모네,두려움,['버려진']
사랑의 증거,Christel Buschmann,우울,['비통한']
파라오의 저주,프레드 올렌래이,기타,['두려운']
지옥의 투사,J. 리 톰슨,행복,"['흥분', '자신하는']"
오메가 신드롬,Joseph Manduke,화남,['분노']
고스트 하우스,알란 스미시,우울,"['염세적인', '마비된']"
최후의 닌자,Godfrey Ho,기타,['안달하는']
지옥의 라이더,Yves Boisset,우울,"['두려운', '비통한']"
도둑 가족 이야기,Costa-Gavras,우울,"['염세적인', '악의적인']"
하이퍼 싸피엔,Peter R. Hunt,두려움,"['당혹스러운', '희생된']"
팜 비치의 우피 보이스,John Byrum,기타,"['구역질 나는', '마비된']"
파워,Sidney Lumet,화남,"['혼란스러운(당황한)', '악의적인']"
미스터 부 8 - 귀신 잡는 주고력,진흔건,행복,"['회의적인', '흥분']"
심취,마이클 로글린,화남,['악의적인']
아이반호우,,기타,['흥분']
닌자 드래곤,Godfrey Ho,기타,['안달하는']
루트 서치: 식심물체X,Hisashi Sugai,우울,['마비된']
장귀병 MD 가이스트,"Hayato Ikeda,K?ichi ?hata",화남,['악의적인']
꿈나라 친구들의 세계 1,,행복,['신이 난']
로자 룩셈부르그,마가레테 폰 트로타,두려움,['희생된']
특명 블루라이팅,Lee Philips,기타,['충격 받은']
황가반,이수현,화남,['안달하는']
퓨처 헌터,Cirio H. Santiago,기타,['흥분']
꿈나라 친구들의 세계 2,,행복,['신이 난']
꿈나라 기차,,행복,['신이 난']
판툰나라의 푸바,,행복,['신이 난']
모두들 잠들었어요,,행복,['신이 난']
장난꾸러기 마이너,,행복,['신이 난']
상상력을 되찾은 윔지,,행복,['신이 난']
꿈나라 카우보이 버키,,행복,['신이 난']
귀여운 드림킨,,행복,['신이 난']
함께 힘을 모아요,,행복,['신이 난']
나쁜꿈은 싫어요,,행복,['신이 난']
별중의 별,,행복,['신이 난']
머니 핏,리차드 벤자민,우울,['마비된']
나의 경우,마누엘 드 올리베이라,기타,['염세적인']
끝없는 추적,척 베일,행복,"['악의적인', '흥분']"
씨즈 더 데이,Fielder Cook,화남,"['분노', '회의적인']"
7일낮 7일밤,루치오 부르치,기타,['혐오스러운']
밀로와 오티스의 모험,하타 마사노리,기타,"['염세적인', '신뢰하는']"
대특전단,Toranong Seechua,두려움,['혼란스러운']
쟈칼,Gary Grillo,화남,['억울한']
메신저,프레드 윌리암슨,우울,['환멸을 느끼는']
용사 제이크,앤드류 레인,기타,['두려운']
소림장주,딩가,기타,['마비된']
정글울프,찰리 오도네즈,기타,['흥분']
아메리카 3000,David Engelbach,우울,['마비된']
개심귀당귀,두기봉,두려움,['두려운']
죽음의 섬,니콜라이 뮬러숀,기타,['고립된']
터프 워리어,하지강,기타,['혐오스러운']
치심적아,고지삼,기타,['자신하는']
잊혀진 용사,"Nick Cacas,Charlie Ordonez",우울,['마비된']
미션 킬,데이비드 윈터스,두려움,['희생된']
탐정 대소동,Filippo Ottoni,행복,['흥분']
유혹의 함정,"프레드 윌리암슨,Jean-Marie Pallardy",화남,['악의적인']
크레이지 드라이버,Wigbert Wicker,우울,['눈물이 나는']
욕망의 미로,다이어트하드 쿠스터,기타,['마비된']
